source,ownership,name,aliases,country,street_address,city,state,description,primary_type,types_multiple,email,primary_website,phone,facebook,latitude,longitude,function,theme,target audience,network_affiliation,services,fablabs_url,hackerspaces_url,status,flickr,youtube,ustream,mailinglist,last_updated,open_to_exchanges,irc,date_of_founding,number_of_members,wiki,twitter,googleplus,membership_fee,jabber,open_to_residencies,size,g_place_id,image_url,tools ,other_websites,africahubs
Hackerspaces.org,,TXRX Labs,,United States,"205 Roberts St., 77003, Houston",Houston, Texas,,Workshop,,txrxlabs@gmail.com,txrxlabs.org,,http://www.facebook.com/TxRxLabs,29.7578,-95.3506,,,,Hackerspaces,,,https://wiki.hackerspaces.org/TXRX_Labs,active,,,,http://groups.google.com/group/txrxlabs,1/1/15,,,6/30/05,101 to 500,,http://twitter.com/TxRxLabs,,"See, http://txrxlabs.org/join-us/, for the most up to date info.",,,"30,000 sq ft",ChIJj6vPH-i-QIYRhqwLUN4ojOY,,"3D Printer, 3D Scanner, CNC Mill or Router, Drill Press, Kitchen, Laser Cutter, Lathe, welding, Sewing Machine, Electronics",http://www.meetup.com/txrxlabs/,
Hackerspaces.org,,Kokiri Lab,,United States,"443 S. San Pedro st. #207, 90013, Los Angeles",Los Angeles, California,,Workshop,,,kokirilab.com,-10211,,34.0444,-118.243,,,,Hackerspaces,,,https://wiki.hackerspaces.org/Kokiri_Lab,active,,,,,10/22/14,no,,4/22/14,1 to 50,,,,,,yes,1100 ft__,,,"3D Printer, 3D Scanner, CNC Mill or Router, Drill Press, Kitchen, Shower, Sewing Machine, Electronics",,
Hackerspaces.org,,NextFab Studio,,United States,"2025 Washington Avenue, 19146, Philadelphia",Philadelphia, Pennsylvania,,Workshop,,info@nextfabstudio.com,nextfabstudio.com,,,39.9394,-75.1772,,,,Hackerspaces,,,https://wiki.hackerspaces.org/NextFab_Studio,active,,,,http://nextfabstudio.us1.list-manage.com/subscribe?u=810609acf5421c38ae878d8ea&id=d523f1d7a0,12/20/14,,,1/23/10,,,,,"Student: $75 per month; Individual: $100 per month; Corporate: Varies. Annual memberships are also available at the same rate, but the final month is free.",,,,ChIJr8AlWVbGxokRPT3Nv3gXkYM,,"3D Printer, 3D Scanner, CNC Mill or Router, Drill Press, Laser Cutter, Lathe, Sewing machine, welding, Sewing Machine, Electronics",,
Hackerspaces.org,Private Sector,TechShop Austin - Round Rock,,United States,"120 Sundance Parkway, Suite 350, Round Rock, TX-78681, Austin",Austin, Texas,,Workshop,,info.austin@techshop.ws,techshop.com,(512) 900-4664,,30.485,-97.6772,,,,Hackerspaces,,,https://wiki.hackerspaces.org/TechShop_Austin_-_Round_Rock,active,,,,,11/22/14,,,10/20/12,101 to 500,,@techshop,,"$125 a month or $1,200 a year. $100 a month or $1,000 a year for students.",,,"17,000 sq. ft.",ChIJf2n40R_ORIYRuWj7-8mUZSY,,"3D Printer, 3D Scanner, CNC Mill or Router, Drill Press, Laser Cutter, Lathe, welding, Sewing Machine, Electronics",,
Hackerspaces.org,Private Sector,TechShop Menlo Park,,United States,"2415 Bay Rd., 94063, Redwood City",Redwood City, California,,Workshop,,info@techshop.ws,techshop.ws,,,37.485,-122.21,,,,Hackerspaces,,,https://wiki.hackerspaces.org/TechShop_Menlo_Park,active,,,,,6/10/15,,,9/30/06,501 to 1000,,,,$175 per month,,,10000,ChIJdXkLhTWjj4ARRIQLrRXMwhQ,,"3D Printer, 3D Scanner, CNC Mill or Router, Drill Press, Laser Cutter, Lathe, welding, Sewing Machine, Electronics",,
Hackerspaces.org,Private Sector,TechShop Pittsburgh,,United States,"Pittsburgh, PA",Pittsburgh, PA,,Workshop,,pittsburgh@techshop.ws,techshop.com,,,40.4569,-79.9158,,,,Hackerspaces,,,https://wiki.hackerspaces.org/TechShop_Pittsburgh,active,,,,,11/22/14,,,3/2/13,101 to 500,,,,"$125 month or $1200 a year. $100 a month or $1,000 a year for students.",,,"17,000 sq. ft.",ChIJt1jzx_TtNIgRZQW7R7YVPHo,,"3D Printer, 3D Scanner, CNC Mill or Router, Drill Press, Laser Cutter, Lathe, welding, Sewing Machine, Electronics",,
Hackerspaces.org,Private Sector,TechShop San Francisco,,United States,"926 Howard, San Francisco, CA-94103, San Francisco",San Francisco, California,,Workshop,,info.sf@techshop.ws,techshop.ws,,http://www.facebook.com/techshopsf,37.7808,-122.405,,,,Hackerspaces,,,https://wiki.hackerspaces.org/TechShop_San_Francisco,active,,,,,11/22/14,,,2/19/11,"1,000+",,http://www.twitter.com/techshopsf,,"$125 a month or $1,200 a year. $100 a month or $1,000 a year for students.",,,"24,000 ft2",ChIJM9JdtIaAhYAROjyrKBAus78,,"3D Printer, 3D Scanner, CNC Mill or Router, Drill Press, Laser Cutter, Lathe, welding, Sewing Machine, Electronics",,
Hackerspaces.org,Private Sector,TechShop San Jose,,United States,"300 South 2nd Street, San Jose, CA-95113, San Jose",San Jose, California,,Workshop,,info.sj@techshop.ws,techshop.com,(408) 916-4144,,37.3317,-121.886,,,,Hackerspaces,,,https://wiki.hackerspaces.org/TechShop_San_Jose,active,,,,,12/18/14,,,,501 to 1000,,@techshop,,"$125 Month or $1,500 yearly. Students $100 Month or $1,000 yearly.",,,"17,000 sq. ft.",ChIJz46eFbrMj4ARWdL3UpkucQ8,,"3D Printer, 3D Scanner, CNC Mill or Router, Drill Press, Laser Cutter, Lathe, welding, Sewing Machine, Electronics",,
Hackerspaces.org,,Futev,,Germany,"Lingen, Germany",Lingen, Lower-Saxony,,Workshop,,,forschungundtechnikev.de,,,"52 31'54"""," 7 19'37""",,,,Hackerspaces,,,https://wiki.hackerspaces.org/Futev,active,,,,,1/11/15,yes,,7/1/14,51 to 100,https://wiki.futev.de,,,24 EUR yearly,,no,160 m__,,,"3D Printer, 3D Scanner, Electronics",,
Hackerspaces.org,,NavLab,,France,"3 boulevard wilson, antibes",Antibes, French Riviera,,Workshop,,navlab@avitys.com,navlab.avitys.com,33688521764,https://www.facebook.com/pages/Navlab-English/455206721245993?ref=hl,43.5797,7.1207,,,,Hackerspaces,,,https://wiki.hackerspaces.org/NavLab,planned,,http://youtu.be/gvUhV4OWHoI,,,1/23/15,yes,,1/1/14,,,https://twitter.com/NavLabAntibes,https://plus.google.com/u/0/communities/107454682499403370558,120___/yearly,,maybe,120m__,,,"3D Printer, 3D Scanner, Electronics",,
open,Civil Society,Nottingham Hackspace (Nottinghack),Nottinghack,United Kingdom,"Unit F6, Roden House Business Centre, Alfred Street South, Nottingham, NG3 1JH",Nottingham,,"Nottingham Hackspace is a member-funded and member-led workshop, studio and co-working space for the East Midlands, located close to the centre of Nottingham. It‹s a place for makers and creatives to meet, learn, swap skills, and work on projects.",Workshop,,trustees@nottinghack.org.uk,nottinghack.org.uk,,http://www.facebook.com/pages/NottingHack/106946729335123,52.955815,-1.134982,"Educating, Making, Coworking, Trading, Mentoring","Design, Education",Youth,Hackerspaces,,,https://wiki.hackerspaces.org/Nottinghack,active,http://www.flickr.com/photos/nottinghack/,http://www.youtube.com/user/nottinghack,http://www.ustream.tv/channel/live-nottingham-hackspace,http://groups.google.com/group/nottinghack,4/20/14,yes,nottinghack on freenode.net,7/2/05,,,@hsnotts,,,,,,,http://movement.open.co/sites/default/files/styles/medium/public/nottingham-hackspace-%28nottinghack%29.jpeg?itok=d8knJ1Nv,"3D Printer, Air Compressor, Arcade, Bio Lab, Drill Press, Internet Probe, Kitchen, Laser Cutter, Lathe, welding, Electronics",,
Hackerspaces.org,,Artifactory,,Australia,"Unit 8, 16 Guthrie Street Osborne Park, Western Australia, 6017, Perth, Australia",Perth, Western Australia,,Workshop,,info@artifactory.org.au,artifactory.org.au,61892823263,http://www.facebook.com/perthartifactory,"-31 54'7"""," 115 48'37""",,,,Hackerspaces,,,https://wiki.hackerspaces.org/Artifactory,active,,http://www.youtube.com/perthartifact,http://www.ustream.tv/channel/the-artifactory,http://groups.google.com/group/artifactory-announce,11/18/14,yes,irc://chat.freenode.net/artifactory,3/30/09,1 to 50,http://wiki.artifactory.org.au,http://twitter.com/perthartifact,,"Full:, $70 AUD Per Month, Concession:, $40 AUD Per Month, Day:, $20 AUD, Half Day:, $10 AUD",,maybe,450m__,,,"3D Printer, Air Compressor, Arcade, CNC Mill or Router, Circuit Production, Drill Press, Internet Probe, Laser Cutter, Lathe, welding, Electronics",,
Hackerspaces.org,,Null Space Labs,,United States,"4610 Valley Blvd STE F, 90032, Los Angeles",Los Angeles, California,,Workshop,,,032.la,,,34.0625,-118.183,,,,Hackerspaces,,,https://wiki.hackerspaces.org/Null_Space_Labs,active,http://www.flickr.com/photos/nullspacelabs/,,,http://032.la/,11/19/14,,nsl on efnet,5/1/10,1 to 50,http://wiki.032.la,https://twitter.com/nullspacelabs,https://plus.google.com/114890680565974532917/posts,US$40 per month; guests are always welcome to drop in for free.,,,2000+ ft__,ChIJP5z16svHwoARpfWiJ1aFF7E,,"3D Printer, Air Compressor, Arcade, CNC Mill or Router, Circuit Production, Drill Press, Kitchen, Laser Cutter, Lathe, Electronics",,
Hackerspaces.org,,Eigenbaukombinat Halle,,Germany,"Julius-Ebeling-Strasse 9, 06112, Halle, Germany",Halle, Saxony-Anhalt,,Workshop,,info@eigenbaukombinat.de,eigenbaukombinat.de,,https://www.facebook.com/Eigenbaukombinat,51.4667,11.9855,,,,Hackerspaces,,,https://wiki.hackerspaces.org/Eigenbaukombinat_Halle,active,,http://www.youtube.com/user/Eigenbaukombinat,,,6/14/15,,,1/19/13,51 to 100,,http://twitter.com/ebkhalle,,"24___/month regular, 18___/month reduced",,,300m__,,,"3D Printer, Air Compressor, Arcade, CNC Mill or Router, Circuit Production, Drill Press, Kitchen, Laser Cutter, Lathe, welding, Bandsaw, Sewing Machine, Electronics",,
Hackerspaces.org,,Chalmers Robotfârening,Chalmers RobotfÕ_rening,Sweden,"Teknologg\xc3\xa5rden 2, SE-41258 G\xc3\xb6teborg, Gothenburg, Sweden",Gothenburg, ,,Workshop,,"chalmersrobotics@gmail.com, ",chalmersrobotics.se,,https://www.facebook.com/groups/4269972367/,"57 41'12"""," 11 58'37""",,,,Hackerspaces,,,https://wiki.hackerspaces.org/Chalmers_Robotf%C3%B6rening,active,,http://www.youtube.com/user/ChalmersRobotics,,,9/1/15,yes,irc.chalmers.it:6667 #crf,9/16/04,101 to 500,,,,100 SEK yearly,,,,,,"3D Printer, Air Compressor, Arcade, CNC Mill or Router, Circuit Production, Drill Press, Kitchen, Laser Cutter, Lathe, welding, Electronics",,
Hackerspaces.org,,CrashBang Labs,,Canada,"Regina, Canada",Regina, Saskatchewan,,Workshop,,cbl@crashbanglabs.org,crashbanglabs.org,,https://www.facebook.com/groups/CrashBangLabs/,"50 27'1"""," -104 37'1""",,,,Hackerspaces,,,https://wiki.hackerspaces.org/CrashBang_Labs,active,,,,,10/27/15,,http://crashbanglabs.org/irc-chat/,6/1/12,1 to 50,http://crashbanglabs.org/wiki,http://www.twitter.com/CrashBangLabs,,$30CAD per month or $300CAD per year,,,1800 ft2,,,"3D Printer, Air Compressor, Arcade, CNC Mill or Router, Circuit Production, Drill Press, Laser Cutter, Bandsaw, Electronics",,
Hackerspaces.org,,MakeIcT,,United States,"1500 E Douglas, 67214, Wichita",Wichita, Kansas,,Workshop,,info@makeict.org,makeict.org,,http://facebook.com/makeict,37.6861,-97.3194,,,,Hackerspaces,,,https://wiki.hackerspaces.org/MakeIcT,active,,https://www.youtube.com/channel/UCkbGNG0Nf_vpW5QtuRzPLsw,,https://groups.google.com/forum/?fromgroups=#!forum/makeict,8/19/15,,,12/13/12,101 to 500,http://makeict.org/wiki,http://twitter.com/Make_ICT,,$25/month,,,8500 ft__,ChIJc9196F3huocRX3EfssE7F7c,,"3D Printer, Air Compressor, Arcade, CNC Mill or Router, Circuit Production, Drill Press, Laser Cutter, Lathe, welding, Sewing Machine, Electronics",,
Hackerspaces.org,,ATX Hackerspace,,United States,"9701 Dessau Road, Suite #304, TX-78754, Austin",Austin, Texas,,Workshop,,atxhs-discuss@googlegroups.com,atxhs.org/index.php/main_page,,,30.3539,-97.6717,,,,Hackerspaces,,,https://wiki.hackerspaces.org/ATX_Hackerspace,active,,,http://www.ustream.tv/channel/atx-hackerspace,http://groups.google.com/group/atxhs-discuss,6/9/15,no,irc://irc.freenode.org/#austinhackerspace,5/1/09,101 to 500,http://atxhs.org/wiki,http://twitter.com/AustinHackSpace,,"[[Membership fee::, Members, $60 per month with auto-pay, $85 month to month, discount for students & family rates available, ""Voting Shares"" cost $100 to become a Member-Owner,  'Co-Working facilities for rent, ], 24/7 keycard access to lounge, workshops, and class space, Free banker box storage ( one per member ), Access to tools that a safety class has been taken for (SBU), Access to the general stock of materials and resources at a discount ( Adafruit, etc.. ), Free use of most tools (e.g. - Laser cutter, woodworking, etc), Use of metered/cost tools at a discount ( e.g. makerbot ), Purchase materials at a discount (laser materials, etc.), Member-Owners have voting rights at the annual, quarterly, special, and emergency member meetings, Visitors, FREE!, Access to Internet, Lounge, Classroom during Open Hours/Open House ( Event Hosting Member needs to be present ), Code, hang out, work on projects and meet other creative hackers, Access to Events (full cost), Signup/Attend Classes (full cost), Purchase materials (full cost), Use of tools and resources that require no supervision]]",,no,8000ft__,ChIJJWEN7wvJRIYRR--pRhsuJ4o,,"3D Printer, Air Compressor, Arcade, CNC Mill or Router, Circuit Production, Drill Press, Laser Cutter, welding, Bandsaw, Electronics",http://groups.to/austinhackerspace/,
Hackerspaces.org,,Attraktor,,Germany,"Eschelsweg 4, 22767, Hamburg, Germany",Hamburg, Hamburg,Pictures of recent events can be found in the Attraktor-Wiki.,Workshop,,office@attraktor.org,attraktor.org,,http://www.attraktor.org/facebook,"53 32'59"""," 9 56'48""",,,,Hackerspaces,,,https://wiki.hackerspaces.org/Attraktor,active,,http://www.attraktor.org/youtube,,http://lists.attraktor.org,10/30/14,,,3/1/10,51 to 100,http://wiki.attraktor.org,http://www.attraktor.org/twitter,http://www.attraktor.org/googleplus,"32___ monthly. You can also donate money and material to support us. As Attraktor is officially recognized as a non-profit organization, donations are tax deductible.",,,330 m__,,,"3D Printer, Air Compressor, Arcade, CNC Mill or Router, Drill Press, Kitchen, Laser Cutter, Lathe, Bandsaw, Sewing Machine, Electronics",,
Hackerspaces.org,,Fresno Ideaworks,,United States,"1755 Broadway Street, 93721, Fresno",Fresno, California,,Workshop,,,fresnoideaworks.org,,http://www.facebook.com/FresnoIdeaworks,36.7403,-119.799,,,,Hackerspaces,,,https://wiki.hackerspaces.org/Fresno_Ideaworks,active,,,,,6/12/15,,,7/26/12,51 to 100,,,,"$40 monthly/$440 yearly // Half off ($20 monthly) for students, additional household family members, and outside of Fresno/Madera Counties//Day Passes available",,,7500 sq ft,ChIJZxjpJ6VglIARKcsAnzt_zpo,,"3D Printer, Air Compressor, Arcade, CNC Mill or Router, Drill Press, Laser Cutter, Lathe, Sewing machine, welding, Bandsaw, Sewing, Electronics",http://www.eventbrite.com/o/fresno-ideaworks-6650754661,
Hackerspaces.org,,Quelab,,United States,"680 Haines Avenue NW, Albuquerque, New Mexico, 87102, Albuquerque",Albuquerque, New Mexico,,Workshop,,info@quelab.net,quelab.net,+1 505-750-4522(voicemail),https://www.facebook.com/groups/quelab/,35.1028,-106.652,,,,Hackerspaces,,,https://wiki.hackerspaces.org/Quelab,active,http://www.flickr.com/groups/quelab/pool/,http://www.youtube.com/user/QuelabNM,,http://quelab.net/wordpress/mailing-list/,11/16/14,yes,,7/22/10,51 to 100,http://quelab.net/wiki/,http://twitter.com/QuelabNM,,USD $40 per month,,,6800 sq ft,ChIJI6ZiyrYMIocRGRiZ_kAIBBg,,"3D Printer, Air Compressor, Arcade, CNC Mill or Router, Drill Press, Laser Cutter, Lathe, Sewing machine, welding, Sewing, Electronics",https://www.eventbrite.com/org/1013627067,
Hackerspaces.org,,MDesign,,France,"TCRM blida, 7bis Avenue de Blida, 57000 Metz",Metz, Lorraine,,Workshop,,,mdesign.fr,,https://www.facebook.com/mdesignmetz;,49.1263,6.18209,,,,Hackerspaces,,,https://wiki.hackerspaces.org/MDesign,active,,,,,9/21/15,yes,,,51 to 100,,https://twitter.com/mdesign___,,30___ students / 45___ wokers/ 120___ firm    monthly,,maybe,75 m2,,,"3D Printer, Air Compressor, Arcade, CNC Mill or Router, Drill Press, Laser Cutter, welding, Bandsaw, Sewing",http://ecofablab.fr,
Hackerspaces.org,,Technologia Incognita,,Netherlands,"Louwesweg 1, 1066 EA, Amsterdam, Netherlands",Amsterdam, ,,Workshop,,,technologia-incognita.nl,,,"52 20'43"""," 4 49'35""",,,,Hackerspaces,,,https://wiki.hackerspaces.org/Technologia_Incognita,active,,,,http://technologia-incognita.nl/cgi-bin/mailman/listinfo/members,12/21/14,,techinc@irc.oftc.net,8/24/11,101 to 500,https://wiki.techinc.nl/,https://twitter.com/techincognita,,20 EUR Monthly,,No,150m2,,,"3D Printer, Air Compressor, Arcade, Drill Press, Internet Probe, Kitchen, Laser Cutter, welding, Sewing, Electronics",,
Hackerspaces.org,,NESIT,CT Makerspace,United States,"290 Pratt St, Meriden, CT, 06451, Meriden",Meriden, Connecticut,,Workshop,,info@nesit.org,nesit.org,"(203)51HACKS, (203)514-2257",http://www.facebook.com/thehackerspace,41.5419,-72.7892,,,,Hackerspaces,,,https://wiki.hackerspaces.org/NESIT,active,http://www.flickr.com/photos/nesit/,,http://www.ustream.tv/channel/nesit-hackathon,http://groups.google.com/group/nesitct,12/12/14,,irc://irc.freenode.net/nesit,6/1/10,1 to 50,http://wiki.nesit.org,http://twitter.com/nesitct,,"Member dues are 50.00 dollars per month. (reduced options available), Membership rights include 24/7 access to the hackerspace,Email, virtual machine in our datacenter, a vote in our annual organizational meeting and many other benefits.",,,4000 sq ft,ChIJkagnFxfK54kRfJwzOF77HVI,,"3D Printer, Air Compressor, Arcade, Kitchen, Laser Cutter, Lathe, welding, Bandsaw, Electronics",http://www.eventbrite.com/org/575606235,
Hackerspaces.org,,LAG,,Netherlands,"Amsterdam, Netherlands",Amsterdam, Noord Holland,,Workshop,,,laglab.org,,,"52 21'14"""," 4 51'15""",,,,Hackerspaces,,,https://wiki.hackerspaces.org/LAG,active,,,,slug@lists.riseup.net,2/9/15,yes,https://irc.indymedia.nl/?channels=LAG,5/10/07,1 to 50,https://wiki.laglab.org,,,"zero, but donations are appreciated",,maybe,50m2,,,"3D Printer, Air Compressor, Arcade, Sewing, Electronics",,
Hackerspaces.org,,Synhak,SYN/HAK,United States,"48 S Summit St., Akron, OH, 44308, Akron",Akron, Ohio,,Workshop,,,synhak.org,330-597-3111,https://www.facebook.com/synhakinc,41.0828,-81.5136,,,,Hackerspaces,,,https://wiki.hackerspaces.org/Synhak,active,,,,https://synhak.net/forum/,11/23/14,,,,1 to 50,,https://twitter.com/synhak,,35$,,,4000 sqf,ChIJwYTmEtYpMYgRMCK1ilDQ7eY,,"3D Printer, Air Compressor, Bio Lab, Circuit Production, Drill Press, Kitchen, Lathe, welding, Bandsaw, Sewing Machine, Electronics",,
Hackerspaces.org,,757 Makerspace,,United States,"421 W. 22nd Street, 23517, Norfolk, United States",Norfolk, Virginia,,Workshop,,contact@757Makerspace.com,757makerspace.com,,https://www.facebook.com/757Makerspace,36.8694,-76.2906,,,,Hackerspaces,,,https://wiki.hackerspaces.org/757_Makerspace,active,,,,,8/24/15,Maybe,,4/4/13,,,https://twitter.com/757Makerspace,,"$125USD Monthly/$1,200USD Yearly. Day passes available and discounts for active students, teachers and military. Other terms available based on needs of the project/users.",,yes,"6,500 SF",ChIJw5eVDzmYuokREi5-gOyKsFo,,"3D Printer, Air Compressor, Bio Lab, CNC Mill or Router, Drill Press, Kitchen, Laser Cutter, welding, Bandsaw, Sewing Machine, Electronics",,
Hackerspaces.org,,Milwaukee Makerspace,,United States,"2555 S. Lenox St., 53207, Milwaukee",Milwaukee, Wisconsin,,Workshop,,info@milwaukeemakerspace.org,milwaukeemakerspace.org,-5282,http://www.facebook.com/mkemakerspace,42.9978,-87.8983,,,,Hackerspaces,,,https://wiki.hackerspaces.org/Milwaukee_Makerspace,active,http://www.flickr.com/groups/milwaukeemakerspace,http://www.youtube.com/user/MilwaukeeMakerspace,,http://groups.google.com/group/milwaukeemakerspace,10/29/15,,,9/22/09,101 to 500,http://wiki.milwaukeemakerspace.org/,http://twitter.com/mkemakerspace,https://plus.google.com/b/106695664958199603722/106695664958199603722/posts,40 USD monthly,,,"16,000 ft__",ChIJb2xEY34XBYgRC3UzEjsKoaI,,"3D Printer, Air Compressor, Bio Lab, CNC Mill or Router, Drill Press, Laser Cutter, Lathe, welding, Electronics",,
Hackerspaces.org,,HackLab.TO,,Canada,"1266 Queen St. West, Unit 6, Toronto ON-M6K 1L3, Toronto, Canada",Toronto, Ontario,,Workshop,,info@hacklab.to,hacklab.to,1 (416) 595-5785,,"43 38'32"""," -79 25'45""",,,,Hackerspaces,,,https://wiki.hackerspaces.org/HackLab.TO,active,http://www.flickr.com/groups/hacklabto/,http://youtube.com/hacklabto,,http://hacklab.to/mailman/listinfo/announce,7/24/15,,irc://irc.freenode.net/hacklabto,7/1/08,51 to 100,https://knowledge.hacklab.to,http://twitter.com/hacklabto,,CAD 50 per month,,,2750 ft__,,,"3D Printer, Air Compressor, Circuit Production, Drill Press, Kitchen, Laser Cutter, Lathe, Sewing machine, Sewing Machine, Electronics",http://hacklabto.eventbrite.com,
